active,code,geometry.coordinates.latitude,geometry.coordinates.longitude,geometry.city_code,geometry.country_code,geometry.location,geometry.state_code,geometry.viewport.northeast.latitude,geometry.viewport.northeast.longitude,geometry.viewport.southwest.latitude,geometry.viewport.southwest.longitude,name
true,CHL_COMUNAMACUL,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Macul
true,CHL_COMUNAMAIPU,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Maipú
true,CHL_COMUNANUNOA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Ñuñoa
true,CHL_COMUNAPEDROAGUIRRECERDA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Pedro Aguirre Cerda
true,CHL_COMUNAPENALOLEN,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Peñalolén
true,CHL_COMUNAPROVIDENCIA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Providencia
true,CHL_COMUNAPUDAHUEL,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Pudahuel
true,CHL_COMUNAQUILICURA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Quilicura
true,CHL_COMUNAQUINTANORMAL,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Quinta Normal
true,CHL_COMUNARECOLETA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Recoleta
true,CHL_COMUNARENCA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Renca
true,CHL_COMUNASANJOAQUIN,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San Joaquín
true,CHL_COMUNASANMIGUEL,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San Miguel
true,CHL_COMUNASANRAMON,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San Ramón
true,CHL_COMUNAVITACURA,,,CHL_CIUDADSANTIAGO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Vitacura
true,CHL_COMUNAPUENTEALTO,,,CHL_CIUDADCORDILLERA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Puente Alto
true,CHL_COMUNAPIRQUE,,,CHL_CIUDADCORDILLERA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Pirque
true,CHL_COMUNASANJOSEDEMAIPO,,,CHL_CIUDADCORDILLERA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San José de Maipo
true,CHL_COMUNACOLINA,,,CHL_CIUDADCHACABUCO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Colina
true,CHL_COMUNALAMPA,,,CHL_CIUDADCHACABUCO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Lampa
true,CHL_COMUNATILTIL,,,CHL_CIUDADCHACABUCO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Til Til
true,CHL_COMUNASANBERNARDO,,,CHL_CIUDADMAIPO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San Bernardo
true,CHL_COMUNABUIN,,,CHL_CIUDADMAIPO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Buin
true,CHL_COMUNACALERADETANGO,,,CHL_CIUDADMAIPO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Calera de Tango
true,CHL_COMUNAPAINE,,,CHL_CIUDADMAIPO,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Paine
true,CHL_COMUNAMELIPILLA,,,CHL_CIUDADMELIPILLA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Melipilla
true,CHL_COMUNAALHUE,,,CHL_CIUDADMELIPILLA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Alhué
true,CHL_COMUNACURACAVI,,,CHL_CIUDADMELIPILLA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Curacaví
true,CHL_COMUNAMARIAPINTO,,,CHL_CIUDADMELIPILLA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,María Pinto
true,CHL_COMUNASANPEDRO,,,CHL_CIUDADMELIPILLA,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,San Pedro
true,CHL_COMUNATALAGANTE,,,CHL_CIUDADTALAGANTE,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Talagante
true,CHL_COMUNAELMONTE,,,CHL_CIUDADTALAGANTE,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,El Monte
true,CHL_COMUNAISLADEMAIPO,,,CHL_CIUDADTALAGANTE,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Isla de Maipo
true,CHL_COMUNAPADREHURTADO,,,CHL_CIUDADTALAGANTE,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Padre Hurtado
true,CHL_COMUNAPENAFLOR,,,CHL_CIUDADTALAGANTE,CHL,,CHL_REGIONMETROPOLITANADESANTIAGO,,,,,Peñaflor
